CO_CURSO,RESPOSTA,n,VARIAVEL
26,5,1,QE_I68
26,6,2,QE_I68
26,7,3,QE_I68
26,8,3,QE_I68
26,9,3,QE_I68
26,10,1,QE_I68
34,5,1,QE_I68
34,6,1,QE_I68
34,7,1,QE_I68
34,8,1,QE_I68
34,10,2,QE_I68
34,,1,QE_I68
161,1,3,QE_I68
161,2,1,QE_I68
161,3,1,QE_I68
161,5,2,QE_I68
161,6,2,QE_I68
161,7,1,QE_I68
161,8,1,QE_I68
161,9,4,QE_I68
161,10,6,QE_I68
161,,9,QE_I68
297,1,1,QE_I68
297,3,2,QE_I68
297,4,2,QE_I68
297,5,2,QE_I68
297,6,2,QE_I68
297,7,11,QE_I68
297,8,17,QE_I68
297,9,14,QE_I68
297,10,17,QE_I68
297,,7,QE_I68
379,4,3,QE_I68
379,5,2,QE_I68
379,6,3,QE_I68
379,7,4,QE_I68
379,8,6,QE_I68
379,9,9,QE_I68
379,10,19,QE_I68
379,,22,QE_I68
624,0,1,QE_I68
624,6,1,QE_I68
624,7,2,QE_I68
624,8,3,QE_I68
624,9,1,QE_I68
637,0,1,QE_I68
637,3,1,QE_I68
637,5,1,QE_I68
637,6,1,QE_I68
637,7,6,QE_I68
637,8,3,QE_I68
637,10,3,QE_I68
637,,1,QE_I68
696,2,2,QE_I68
696,3,1,QE_I68
696,6,1,QE_I68
696,7,1,QE_I68
696,8,3,QE_I68
696,9,2,QE_I68
696,10,6,QE_I68
696,,1,QE_I68
768,6,1,QE_I68
768,7,5,QE_I68
768,8,4,QE_I68
768,9,1,QE_I68
768,10,6,QE_I68
860,2,1,QE_I68
860,3,1,QE_I68
860,7,1,QE_I68
860,8,1,QE_I68
860,9,1,QE_I68
860,10,4,QE_I68
965,4,1,QE_I68
965,5,3,QE_I68
965,6,2,QE_I68
965,7,3,QE_I68
965,8,5,QE_I68
965,9,3,QE_I68
965,10,24,QE_I68
965,,1,QE_I68
1035,4,1,QE_I68
1035,7,2,QE_I68
1035,8,3,QE_I68
1035,9,2,QE_I68
1035,10,8,QE_I68
1112,7,1,QE_I68
1112,8,1,QE_I68
1112,9,1,QE_I68
1112,,1,QE_I68
1428,3,1,QE_I68
1428,5,1,QE_I68
1428,7,1,QE_I68
1428,8,2,QE_I68
1428,9,1,QE_I68
1428,10,2,QE_I68
1428,,1,QE_I68
1637,5,1,QE_I68
1637,8,2,QE_I68
1637,9,2,QE_I68
1637,10,2,QE_I68
1717,5,1,QE_I68
1717,7,1,QE_I68
1717,9,2,QE_I68
1717,10,3,QE_I68
1717,,1,QE_I68
1907,,1,QE_I68
2711,4,2,QE_I68
2711,6,2,QE_I68
2711,7,1,QE_I68
2711,8,13,QE_I68
2711,9,7,QE_I68
2711,10,10,QE_I68
2711,,6,QE_I68
2921,0,1,QE_I68
2921,2,1,QE_I68
2921,3,3,QE_I68
2921,4,3,QE_I68
2921,5,3,QE_I68
2921,6,7,QE_I68
2921,7,14,QE_I68
2921,8,23,QE_I68
2921,9,6,QE_I68
2921,10,16,QE_I68
2921,,6,QE_I68
3145,2,1,QE_I68
3145,5,1,QE_I68
3145,6,1,QE_I68
3145,7,1,QE_I68
3145,8,3,QE_I68
3145,9,1,QE_I68
3145,10,10,QE_I68
3145,,1,QE_I68
3163,0,2,QE_I68
3163,2,1,QE_I68
3163,3,1,QE_I68
3163,5,3,QE_I68
3163,7,2,QE_I68
3163,8,4,QE_I68
3163,9,1,QE_I68
3163,10,5,QE_I68
3163,,1,QE_I68
3179,3,1,QE_I68
3179,4,1,QE_I68
3179,5,2,QE_I68
3179,6,1,QE_I68
3179,7,4,QE_I68
3179,8,8,QE_I68
3179,9,3,QE_I68
3179,10,12,QE_I68
3179,,2,QE_I68
3217,1,1,QE_I68
3217,2,2,QE_I68
3217,3,1,QE_I68
3217,6,3,QE_I68
3217,7,5,QE_I68
3217,8,7,QE_I68
3217,9,6,QE_I68
3217,10,8,QE_I68
3217,,1,QE_I68
3407,0,2,QE_I68
3407,6,2,QE_I68
3407,7,1,QE_I68
3407,8,2,QE_I68
3407,9,1,QE_I68
3407,10,8,QE_I68
3407,,4,QE_I68
3571,0,1,QE_I68
3571,2,3,QE_I68
3571,5,2,QE_I68
3571,6,2,QE_I68
3571,7,2,QE_I68
3571,8,3,QE_I68
3571,9,3,QE_I68
3571,10,11,QE_I68
3571,,3,QE_I68
5965,6,1,QE_I68
5965,7,4,QE_I68
5965,8,1,QE_I68
5965,9,4,QE_I68
5965,10,5,QE_I68
6754,7,1,QE_I68
6754,8,1,QE_I68
6754,10,1,QE_I68
7081,7,1,QE_I68
7081,8,2,QE_I68
7081,10,7,QE_I68
7081,,2,QE_I68
8908,7,1,QE_I68
8908,10,1,QE_I68
9954,8,1,QE_I68
9954,9,2,QE_I68
9954,10,9,QE_I68
10508,7,1,QE_I68
10508,8,2,QE_I68
10508,10,2,QE_I68
10508,,6,QE_I68
10811,9,1,QE_I68
10811,10,4,QE_I68
11163,7,2,QE_I68
11163,8,1,QE_I68
11163,9,1,QE_I68
11163,10,2,QE_I68
11163,,1,QE_I68
11305,0,1,QE_I68
11305,2,1,QE_I68
11305,4,2,QE_I68
11305,5,2,QE_I68
11305,6,1,QE_I68
11305,7,4,QE_I68
11305,8,2,QE_I68
11305,9,2,QE_I68
11305,10,5,QE_I68
11305,,7,QE_I68
11328,3,1,QE_I68
11328,5,4,QE_I68
11328,6,2,QE_I68
11328,7,1,QE_I68
11328,8,1,QE_I68
11328,9,1,QE_I68
11328,10,3,QE_I68
11328,,1,QE_I68
11439,4,2,QE_I68
11439,5,2,QE_I68
11439,7,4,QE_I68
11439,8,3,QE_I68
11439,9,1,QE_I68
11439,10,9,QE_I68
11439,,9,QE_I68
11540,5,1,QE_I68
11540,8,2,QE_I68
11540,10,14,QE_I68
11591,2,1,QE_I68
11591,4,1,QE_I68
11591,5,1,QE_I68
11591,6,1,QE_I68
11591,7,6,QE_I68
11591,8,11,QE_I68
11591,9,2,QE_I68
11591,10,9,QE_I68
11591,,20,QE_I68
11999,0,2,QE_I68
11999,1,1,QE_I68
11999,2,3,QE_I68
11999,3,1,QE_I68
11999,4,1,QE_I68
11999,5,6,QE_I68
11999,6,5,QE_I68
11999,7,8,QE_I68
11999,8,8,QE_I68
11999,9,8,QE_I68
11999,10,19,QE_I68
11999,,6,QE_I68
12033,1,1,QE_I68
12033,3,1,QE_I68
12033,4,1,QE_I68
12033,5,3,QE_I68
12033,6,4,QE_I68
12033,7,4,QE_I68
12033,8,6,QE_I68
12033,9,3,QE_I68
12033,10,13,QE_I68
12033,,13,QE_I68
12035,2,2,QE_I68
12035,4,1,QE_I68
12035,5,3,QE_I68
12035,6,4,QE_I68
12035,7,5,QE_I68
12035,8,12,QE_I68
12035,9,6,QE_I68
12035,10,22,QE_I68
12035,,13,QE_I68
12037,0,1,QE_I68
12037,1,1,QE_I68
12037,4,1,QE_I68
12037,6,2,QE_I68
12037,7,3,QE_I68
12037,8,7,QE_I68
12037,9,2,QE_I68
12037,10,14,QE_I68
12044,4,1,QE_I68
12044,5,1,QE_I68
12044,7,4,QE_I68
12044,8,5,QE_I68
12044,10,25,QE_I68
12044,,9,QE_I68
12074,0,1,QE_I68
12074,3,1,QE_I68
12074,5,2,QE_I68
12074,6,1,QE_I68
12074,7,3,QE_I68
12074,8,9,QE_I68
12074,9,13,QE_I68
12074,10,49,QE_I68
12074,,7,QE_I68
12354,1,1,QE_I68
12354,2,2,QE_I68
12354,5,2,QE_I68
12354,6,5,QE_I68
12354,7,2,QE_I68
12354,8,4,QE_I68
12354,9,2,QE_I68
12354,10,1,QE_I68
12354,,1,QE_I68
12553,2,1,QE_I68
12553,4,1,QE_I68
12553,5,1,QE_I68
12553,7,3,QE_I68
12553,8,5,QE_I68
12553,9,1,QE_I68
12553,10,9,QE_I68
12553,,9,QE_I68
12702,0,1,QE_I68
12702,2,1,QE_I68
12702,3,1,QE_I68
12702,4,1,QE_I68
12702,5,7,QE_I68
12702,6,1,QE_I68
12702,7,9,QE_I68
12702,8,12,QE_I68
12702,9,5,QE_I68
12702,10,23,QE_I68
12702,,5,QE_I68
12713,7,4,QE_I68
12713,8,2,QE_I68
12713,9,5,QE_I68
12713,10,13,QE_I68
12806,2,1,QE_I68
12806,3,3,QE_I68
12806,5,1,QE_I68
12806,6,2,QE_I68
12806,7,5,QE_I68
12806,8,2,QE_I68
12806,9,1,QE_I68
12806,10,2,QE_I68
12918,0,2,QE_I68
12918,1,1,QE_I68
12918,3,1,QE_I68
12918,5,2,QE_I68
12918,6,3,QE_I68
12918,7,3,QE_I68
12918,8,2,QE_I68
12918,9,2,QE_I68
12918,10,14,QE_I68
12969,0,4,QE_I68
12969,2,3,QE_I68
12969,3,2,QE_I68
12969,4,4,QE_I68
12969,5,8,QE_I68
12969,6,6,QE_I68
12969,7,6,QE_I68
12969,8,13,QE_I68
12969,9,1,QE_I68
12969,10,10,QE_I68
12969,,7,QE_I68
13102,0,1,QE_I68
13102,5,1,QE_I68
13102,6,1,QE_I68
13102,7,3,QE_I68
13102,8,2,QE_I68
13102,9,2,QE_I68
13102,10,3,QE_I68
13102,,1,QE_I68
13276,3,1,QE_I68
13276,5,4,QE_I68
13276,6,1,QE_I68
13276,7,2,QE_I68
13276,8,7,QE_I68
13276,9,3,QE_I68
13276,10,12,QE_I68
13276,,2,QE_I68
13402,1,1,QE_I68
13402,2,2,QE_I68
13402,3,3,QE_I68
13402,4,4,QE_I68
13402,5,9,QE_I68
13402,6,3,QE_I68
13402,7,9,QE_I68
13402,8,10,QE_I68
13402,9,3,QE_I68
13402,10,11,QE_I68
13402,,11,QE_I68
13448,5,1,QE_I68
13448,7,3,QE_I68
13448,8,5,QE_I68
13448,9,5,QE_I68
13448,10,3,QE_I68
13619,4,2,QE_I68
13619,5,2,QE_I68
13619,6,5,QE_I68
13619,7,2,QE_I68
13619,8,4,QE_I68
13619,10,6,QE_I68
13619,,6,QE_I68
13741,1,2,QE_I68
13741,4,1,QE_I68
13741,5,2,QE_I68
13741,7,3,QE_I68
13741,8,5,QE_I68
13741,9,6,QE_I68
13741,10,10,QE_I68
13741,,4,QE_I68
13873,5,2,QE_I68
13873,7,2,QE_I68
13873,8,2,QE_I68
13873,9,5,QE_I68
13873,10,2,QE_I68
14121,1,1,QE_I68
14121,4,2,QE_I68
14121,7,1,QE_I68
14121,8,4,QE_I68
14121,9,1,QE_I68
14121,10,3,QE_I68
14121,,1,QE_I68
14233,0,4,QE_I68
14233,2,4,QE_I68
14233,3,3,QE_I68
14233,4,2,QE_I68
14233,5,2,QE_I68
14233,6,4,QE_I68
14233,7,4,QE_I68
14233,8,3,QE_I68
14233,9,2,QE_I68
14233,10,2,QE_I68
14233,,4,QE_I68
14328,0,1,QE_I68
14328,2,2,QE_I68
14328,3,2,QE_I68
14328,4,1,QE_I68
14328,5,4,QE_I68
14328,6,13,QE_I68
14328,7,16,QE_I68
14328,8,12,QE_I68
14328,9,8,QE_I68
14328,10,25,QE_I68
14328,,10,QE_I68
14505,0,1,QE_I68
14505,2,1,QE_I68
14505,3,1,QE_I68
14505,4,1,QE_I68
14505,5,3,QE_I68
14505,6,4,QE_I68
14505,7,9,QE_I68
14505,8,7,QE_I68
14505,9,4,QE_I68
14505,10,7,QE_I68
14505,,15,QE_I68
14542,6,1,QE_I68
14542,8,3,QE_I68
14542,9,3,QE_I68
14542,10,4,QE_I68
14700,3,2,QE_I68
14700,6,1,QE_I68
14700,7,3,QE_I68
14700,8,3,QE_I68
14700,9,1,QE_I68
14700,10,5,QE_I68
14700,,2,QE_I68
15000,3,1,QE_I68
15000,4,1,QE_I68
15000,7,1,QE_I68
15000,8,2,QE_I68
15000,9,1,QE_I68
15000,10,2,QE_I68
15413,4,1,QE_I68
15413,6,1,QE_I68
15413,7,2,QE_I68
15413,8,8,QE_I68
15413,9,8,QE_I68
15413,10,21,QE_I68
15413,,7,QE_I68
15629,10,7,QE_I68
15833,3,1,QE_I68
15833,5,1,QE_I68
15833,6,1,QE_I68
15833,7,1,QE_I68
15833,8,4,QE_I68
15833,9,2,QE_I68
15833,10,5,QE_I68
15862,2,1,QE_I68
15862,3,1,QE_I68
15862,6,1,QE_I68
15862,7,2,QE_I68
15862,8,1,QE_I68
15862,10,2,QE_I68
15862,,2,QE_I68
15865,8,1,QE_I68
15865,10,4,QE_I68
15865,,1,QE_I68
15868,3,2,QE_I68
15868,6,2,QE_I68
15868,7,3,QE_I68
15868,8,2,QE_I68
15868,9,3,QE_I68
15868,10,1,QE_I68
15868,,1,QE_I68
16009,2,1,QE_I68
16009,5,1,QE_I68
16009,6,1,QE_I68
16009,8,4,QE_I68
16009,9,6,QE_I68
16009,10,16,QE_I68
16009,,10,QE_I68
16010,7,1,QE_I68
16010,8,2,QE_I68
16010,10,6,QE_I68
16010,,1,QE_I68
16268,3,1,QE_I68
16268,5,3,QE_I68
16268,6,2,QE_I68
16268,7,4,QE_I68
16268,8,4,QE_I68
16268,9,4,QE_I68
16268,10,6,QE_I68
16268,,8,QE_I68
16272,2,1,QE_I68
16272,9,2,QE_I68
16272,10,6,QE_I68
16403,7,2,QE_I68
16403,9,3,QE_I68
16403,10,7,QE_I68
16403,,1,QE_I68
17154,7,4,QE_I68
17154,9,1,QE_I68
17154,10,4,QE_I68
17154,,10,QE_I68
17196,0,1,QE_I68
17196,3,1,QE_I68
17196,6,1,QE_I68
17196,7,5,QE_I68
17196,8,5,QE_I68
17196,9,4,QE_I68
17196,10,10,QE_I68
17196,,12,QE_I68
18354,,1,QE_I68
18382,9,1,QE_I68
18382,10,8,QE_I68
18877,5,1,QE_I68
18877,6,1,QE_I68
18877,7,2,QE_I68
18877,8,1,QE_I68
18877,10,4,QE_I68
18892,4,1,QE_I68
18892,5,1,QE_I68
18892,6,2,QE_I68
18892,7,1,QE_I68
18892,8,4,QE_I68
18892,9,2,QE_I68
18892,10,4,QE_I68
18892,,1,QE_I68
18954,3,1,QE_I68
18954,8,1,QE_I68
18954,9,2,QE_I68
18954,10,2,QE_I68
18959,9,1,QE_I68
18959,10,5,QE_I68
18961,5,1,QE_I68
18961,7,1,QE_I68
18961,8,5,QE_I68
18961,9,4,QE_I68
18961,10,8,QE_I68
18961,,3,QE_I68
19026,,1,QE_I68
19060,5,1,QE_I68
19060,6,2,QE_I68
19060,7,3,QE_I68
19060,8,2,QE_I68
19060,9,8,QE_I68
19060,10,31,QE_I68
19060,,2,QE_I68
19077,0,1,QE_I68
19077,5,2,QE_I68
19077,6,1,QE_I68
19077,7,1,QE_I68
19077,8,4,QE_I68
19077,10,4,QE_I68
19077,,8,QE_I68
19191,1,1,QE_I68
19191,4,1,QE_I68
19191,8,1,QE_I68
19191,10,1,QE_I68
19367,10,2,QE_I68
19396,4,1,QE_I68
19396,7,1,QE_I68
19396,8,1,QE_I68
19396,10,6,QE_I68
20315,7,1,QE_I68
20315,9,4,QE_I68
20315,10,6,QE_I68
20392,5,1,QE_I68
20392,6,3,QE_I68
20392,7,10,QE_I68
20392,8,8,QE_I68
20392,9,3,QE_I68
20392,10,17,QE_I68
20392,,1,QE_I68
20578,1,1,QE_I68
20578,3,1,QE_I68
20578,6,1,QE_I68
20578,7,2,QE_I68
20578,8,2,QE_I68
20578,10,3,QE_I68
20854,7,1,QE_I68
20854,8,5,QE_I68
20854,9,3,QE_I68
20854,10,8,QE_I68
20854,,1,QE_I68
21427,7,3,QE_I68
21427,8,3,QE_I68
21427,9,2,QE_I68
21427,10,3,QE_I68
21443,3,1,QE_I68
21443,4,1,QE_I68
21443,6,5,QE_I68
21443,7,2,QE_I68
21443,8,10,QE_I68
21443,9,6,QE_I68
21443,10,6,QE_I68
21443,,12,QE_I68
21578,6,1,QE_I68
21578,8,2,QE_I68
21578,10,3,QE_I68
21808,6,1,QE_I68
21808,7,1,QE_I68
21808,8,1,QE_I68
21808,9,1,QE_I68
21808,10,1,QE_I68
21822,1,1,QE_I68
21822,7,1,QE_I68
21822,8,1,QE_I68
21822,9,1,QE_I68
21822,10,5,QE_I68
21869,0,1,QE_I68
21869,8,2,QE_I68
21869,9,1,QE_I68
21869,10,6,QE_I68
21876,7,1,QE_I68
21876,9,2,QE_I68
21876,10,5,QE_I68
21876,,2,QE_I68
21879,5,2,QE_I68
21879,6,2,QE_I68
21879,7,1,QE_I68
21879,8,3,QE_I68
21879,9,1,QE_I68
21879,10,5,QE_I68
21892,,1,QE_I68
27518,6,1,QE_I68
27518,8,5,QE_I68
27518,9,2,QE_I68
27518,10,2,QE_I68
27518,,3,QE_I68
29447,5,1,QE_I68
29447,7,2,QE_I68
29447,8,4,QE_I68
29447,9,1,QE_I68
29447,10,8,QE_I68
38246,1,1,QE_I68
38246,4,1,QE_I68
38246,5,2,QE_I68
38246,6,3,QE_I68
38246,7,2,QE_I68
38246,8,2,QE_I68
38246,9,3,QE_I68
38246,10,5,QE_I68
38246,,4,QE_I68
38431,1,1,QE_I68
38431,2,1,QE_I68
38431,7,1,QE_I68
38431,10,3,QE_I68
38431,,2,QE_I68
38678,5,1,QE_I68
38678,7,3,QE_I68
38678,8,6,QE_I68
38678,9,3,QE_I68
38678,10,2,QE_I68
39715,10,4,QE_I68
41069,3,1,QE_I68
41069,4,1,QE_I68
41069,7,1,QE_I68
41069,10,3,QE_I68
41490,0,1,QE_I68
41490,5,3,QE_I68
41490,6,1,QE_I68
41490,7,3,QE_I68
41490,9,3,QE_I68
41490,10,4,QE_I68
41490,,1,QE_I68
43037,5,1,QE_I68
43037,6,1,QE_I68
43037,7,1,QE_I68
43037,8,1,QE_I68
43037,9,3,QE_I68
43037,10,14,QE_I68
43037,,5,QE_I68
43084,2,1,QE_I68
43084,5,1,QE_I68
43084,6,1,QE_I68
43084,7,1,QE_I68
43084,10,2,QE_I68
43084,,3,QE_I68
44372,0,2,QE_I68
44372,2,1,QE_I68
44372,3,2,QE_I68
44372,5,1,QE_I68
44372,6,3,QE_I68
44372,7,4,QE_I68
44372,8,2,QE_I68
44372,9,3,QE_I68
44372,10,7,QE_I68
44372,,7,QE_I68
45102,6,1,QE_I68
45102,7,1,QE_I68
45102,8,1,QE_I68
45102,10,2,QE_I68
45102,,2,QE_I68
45701,5,1,QE_I68
45701,7,1,QE_I68
45701,9,3,QE_I68
45701,10,2,QE_I68
45703,8,3,QE_I68
45703,9,1,QE_I68
45703,10,3,QE_I68
46729,7,2,QE_I68
46729,8,2,QE_I68
46729,10,7,QE_I68
46729,,2,QE_I68
47333,8,1,QE_I68
47333,9,1,QE_I68
47333,10,4,QE_I68
48289,0,1,QE_I68
48289,2,1,QE_I68
48289,3,1,QE_I68
48289,4,4,QE_I68
48289,5,2,QE_I68
48289,6,3,QE_I68
48289,7,4,QE_I68
48289,8,4,QE_I68
48289,9,3,QE_I68
48289,10,10,QE_I68
48289,,1,QE_I68
48946,0,1,QE_I68
48946,2,1,QE_I68
48946,5,1,QE_I68
48946,7,2,QE_I68
48946,8,2,QE_I68
48946,10,4,QE_I68
49324,3,1,QE_I68
49324,5,3,QE_I68
49324,6,1,QE_I68
49324,7,5,QE_I68
49324,8,6,QE_I68
49324,9,3,QE_I68
49324,10,18,QE_I68
49324,,46,QE_I68
50439,8,1,QE_I68
50439,9,1,QE_I68
50439,10,1,QE_I68
52068,,2,QE_I68
52139,6,1,QE_I68
52139,7,1,QE_I68
52139,10,2,QE_I68
52139,,2,QE_I68
52442,2,1,QE_I68
52442,5,1,QE_I68
52442,7,1,QE_I68
52442,8,5,QE_I68
52442,9,4,QE_I68
52442,10,28,QE_I68
55811,0,1,QE_I68
55811,6,1,QE_I68
55811,7,2,QE_I68
55811,8,4,QE_I68
55811,10,6,QE_I68
55811,,4,QE_I68
58522,8,3,QE_I68
58522,9,4,QE_I68
58522,10,5,QE_I68
58522,,1,QE_I68
58526,5,1,QE_I68
58526,6,1,QE_I68
58526,7,1,QE_I68
58526,8,3,QE_I68
58526,9,1,QE_I68
58526,10,2,QE_I68
58588,5,1,QE_I68
58588,7,1,QE_I68
58588,8,8,QE_I68
58588,10,7,QE_I68
58588,,2,QE_I68
59272,3,2,QE_I68
59272,5,2,QE_I68
59272,6,2,QE_I68
59272,7,4,QE_I68
59272,8,10,QE_I68
59272,9,2,QE_I68
59272,10,5,QE_I68
59426,0,1,QE_I68
59426,4,1,QE_I68
59426,5,3,QE_I68
59426,6,2,QE_I68
59426,7,9,QE_I68
59426,8,23,QE_I68
59426,9,9,QE_I68
59426,10,18,QE_I68
59426,,3,QE_I68
59996,4,2,QE_I68
59996,6,1,QE_I68
59996,7,2,QE_I68
59996,8,11,QE_I68
59996,9,6,QE_I68
59996,10,21,QE_I68
59996,,11,QE_I68
60290,6,1,QE_I68
60290,8,2,QE_I68
60290,10,4,QE_I68
60760,3,1,QE_I68
60760,5,1,QE_I68
60760,6,1,QE_I68
60760,7,1,QE_I68
60760,8,2,QE_I68
60760,9,5,QE_I68
60760,10,19,QE_I68
60760,,1,QE_I68
61024,3,1,QE_I68
61024,7,1,QE_I68
61024,8,5,QE_I68
61024,9,3,QE_I68
61024,10,5,QE_I68
61669,0,1,QE_I68
61669,4,1,QE_I68
61669,7,2,QE_I68
61669,8,2,QE_I68
61669,10,8,QE_I68
61669,,4,QE_I68
63062,4,1,QE_I68
63062,5,3,QE_I68
63062,6,3,QE_I68
63062,7,6,QE_I68
63062,8,6,QE_I68
63062,9,3,QE_I68
63062,10,6,QE_I68
63062,,4,QE_I68
63383,1,1,QE_I68
63383,4,1,QE_I68
63383,5,1,QE_I68
63383,6,2,QE_I68
63383,7,5,QE_I68
63383,8,7,QE_I68
63383,9,2,QE_I68
63383,10,6,QE_I68
63383,,7,QE_I68
64604,2,1,QE_I68
64604,6,1,QE_I68
64604,8,1,QE_I68
64604,9,2,QE_I68
64604,10,6,QE_I68
68313,7,1,QE_I68
68313,8,1,QE_I68
68313,9,1,QE_I68
68313,10,3,QE_I68
68511,1,1,QE_I68
68511,2,1,QE_I68
68511,5,5,QE_I68
68511,6,1,QE_I68
68511,7,2,QE_I68
68511,8,8,QE_I68
68511,9,2,QE_I68
68511,10,13,QE_I68
68511,,4,QE_I68
70522,0,1,QE_I68
70522,7,2,QE_I68
70522,8,3,QE_I68
70522,9,2,QE_I68
70522,10,10,QE_I68
70522,,3,QE_I68
71037,3,1,QE_I68
71037,5,1,QE_I68
71037,6,1,QE_I68
71037,7,1,QE_I68
71037,8,2,QE_I68
71037,10,2,QE_I68
71037,,1,QE_I68
71419,3,1,QE_I68
71419,6,1,QE_I68
71419,7,1,QE_I68
71419,8,2,QE_I68
71419,9,4,QE_I68
71419,10,6,QE_I68
74276,,6,QE_I68
76212,7,1,QE_I68
76212,10,1,QE_I68
80827,5,1,QE_I68
80827,7,1,QE_I68
80827,8,1,QE_I68
80827,10,2,QE_I68
81423,5,1,QE_I68
81423,7,2,QE_I68
81423,8,4,QE_I68
81423,9,3,QE_I68
81423,10,12,QE_I68
81423,,1,QE_I68
81660,7,1,QE_I68
81660,8,1,QE_I68
81660,9,1,QE_I68
81660,10,6,QE_I68
81812,3,1,QE_I68
81812,5,1,QE_I68
81812,6,1,QE_I68
81812,7,1,QE_I68
81812,8,5,QE_I68
81812,9,2,QE_I68
81812,10,6,QE_I68
81812,,2,QE_I68
82658,0,1,QE_I68
82658,1,1,QE_I68
82658,3,2,QE_I68
82658,5,1,QE_I68
82658,7,2,QE_I68
82658,8,12,QE_I68
82658,9,8,QE_I68
82658,10,12,QE_I68
83289,7,1,QE_I68
83289,8,5,QE_I68
83289,9,3,QE_I68
83289,10,4,QE_I68
83289,,4,QE_I68
83302,1,1,QE_I68
83302,3,1,QE_I68
83302,4,2,QE_I68
83302,5,1,QE_I68
83302,6,1,QE_I68
83302,7,6,QE_I68
83302,8,9,QE_I68
83302,9,5,QE_I68
83302,10,9,QE_I68
83312,4,1,QE_I68
83312,5,1,QE_I68
83312,7,2,QE_I68
83312,8,1,QE_I68
83312,9,1,QE_I68
83312,10,12,QE_I68
83312,,1,QE_I68
83318,5,2,QE_I68
83318,7,2,QE_I68
83318,8,5,QE_I68
83318,9,5,QE_I68
83318,10,7,QE_I68
83318,,1,QE_I68
83330,1,1,QE_I68
83330,4,1,QE_I68
83330,7,2,QE_I68
83330,8,2,QE_I68
83330,9,3,QE_I68
83330,10,3,QE_I68
83330,,2,QE_I68
83929,7,1,QE_I68
83929,8,2,QE_I68
83929,9,3,QE_I68
83929,10,16,QE_I68
84374,0,1,QE_I68
84374,5,1,QE_I68
84374,7,2,QE_I68
84374,8,2,QE_I68
84374,10,4,QE_I68
85320,5,2,QE_I68
85320,6,3,QE_I68
85320,7,2,QE_I68
85320,8,1,QE_I68
85320,9,2,QE_I68
85320,10,12,QE_I68
85760,5,2,QE_I68
85760,8,4,QE_I68
85760,9,3,QE_I68
85760,10,8,QE_I68
85760,,2,QE_I68
86396,5,1,QE_I68
86396,6,1,QE_I68
86396,7,3,QE_I68
86396,8,2,QE_I68
86396,9,1,QE_I68
86396,10,13,QE_I68
86396,,13,QE_I68
88788,5,3,QE_I68
88788,6,1,QE_I68
88788,7,1,QE_I68
88788,8,6,QE_I68
88788,9,7,QE_I68
88788,10,11,QE_I68
88788,,5,QE_I68
92391,9,3,QE_I68
92391,10,8,QE_I68
92391,,1,QE_I68
94692,10,3,QE_I68
94692,,2,QE_I68
95055,0,1,QE_I68
95055,5,2,QE_I68
95055,7,1,QE_I68
95055,8,4,QE_I68
95055,9,1,QE_I68
95055,10,8,QE_I68
95221,8,1,QE_I68
95221,10,5,QE_I68
95221,,1,QE_I68
96158,0,1,QE_I68
96158,2,1,QE_I68
96158,3,2,QE_I68
96158,4,1,QE_I68
96158,6,6,QE_I68
96158,7,7,QE_I68
96158,8,6,QE_I68
96158,9,6,QE_I68
96158,10,8,QE_I68
96158,,6,QE_I68
96913,0,2,QE_I68
96913,3,2,QE_I68
96913,5,2,QE_I68
96913,8,3,QE_I68
96913,10,7,QE_I68
96913,,1,QE_I68
96955,7,1,QE_I68
96955,8,1,QE_I68
96955,10,1,QE_I68
99045,1,3,QE_I68
99045,5,3,QE_I68
99045,6,1,QE_I68
99045,7,6,QE_I68
99045,8,8,QE_I68
99045,9,6,QE_I68
99045,10,14,QE_I68
99045,,6,QE_I68
99503,3,1,QE_I68
99503,4,1,QE_I68
99503,5,1,QE_I68
99503,8,4,QE_I68
99503,9,1,QE_I68
99503,10,5,QE_I68
99503,,1,QE_I68
99806,4,1,QE_I68
99806,5,2,QE_I68
99806,6,3,QE_I68
99806,7,5,QE_I68
99806,8,12,QE_I68
99806,9,6,QE_I68
99806,10,14,QE_I68
99898,6,1,QE_I68
99898,7,2,QE_I68
99898,8,1,QE_I68
99898,10,4,QE_I68
99898,,1,QE_I68
99952,0,10,QE_I68
99952,1,4,QE_I68
99952,2,7,QE_I68
99952,3,14,QE_I68
99952,4,20,QE_I68
99952,5,34,QE_I68
99952,6,51,QE_I68
99952,7,98,QE_I68
99952,8,162,QE_I68
99952,9,163,QE_I68
99952,10,417,QE_I68
99952,,216,QE_I68
100309,0,1,QE_I68
100309,2,2,QE_I68
100309,4,3,QE_I68
100309,5,3,QE_I68
100309,6,7,QE_I68
100309,7,6,QE_I68
100309,8,11,QE_I68
100309,9,15,QE_I68
100309,10,28,QE_I68
100309,,33,QE_I68
100369,7,1,QE_I68
100369,8,1,QE_I68
100369,9,1,QE_I68
100369,10,4,QE_I68
100369,,1,QE_I68
100373,5,1,QE_I68
100373,7,2,QE_I68
100373,8,5,QE_I68
100373,9,3,QE_I68
100373,10,6,QE_I68
100373,,4,QE_I68
100412,5,1,QE_I68
100412,7,2,QE_I68
100412,8,2,QE_I68
100412,10,7,QE_I68
100412,,1,QE_I68
100620,6,1,QE_I68
100620,8,1,QE_I68
