CO_CURSO,RESPOSTA,n,VARIAVEL
68313,7,1,QE_I69
68313,10,5,QE_I69
68511,2,1,QE_I69
68511,3,1,QE_I69
68511,4,1,QE_I69
68511,5,1,QE_I69
68511,6,2,QE_I69
68511,7,4,QE_I69
68511,8,7,QE_I69
68511,9,3,QE_I69
68511,10,13,QE_I69
68511,,4,QE_I69
70522,6,1,QE_I69
70522,7,1,QE_I69
70522,8,2,QE_I69
70522,10,14,QE_I69
70522,,3,QE_I69
71037,6,2,QE_I69
71037,7,2,QE_I69
71037,8,2,QE_I69
71037,10,2,QE_I69
71037,,1,QE_I69
71419,6,1,QE_I69
71419,8,3,QE_I69
71419,9,2,QE_I69
71419,10,9,QE_I69
74276,,6,QE_I69
76212,8,1,QE_I69
76212,10,1,QE_I69
80827,7,1,QE_I69
80827,9,1,QE_I69
80827,10,3,QE_I69
81423,7,2,QE_I69
81423,8,1,QE_I69
81423,9,3,QE_I69
81423,10,16,QE_I69
81423,,1,QE_I69
81660,8,2,QE_I69
81660,9,1,QE_I69
81660,10,6,QE_I69
81812,3,1,QE_I69
81812,5,1,QE_I69
81812,7,2,QE_I69
81812,8,2,QE_I69
81812,9,5,QE_I69
81812,10,6,QE_I69
81812,,2,QE_I69
82658,0,1,QE_I69
82658,1,1,QE_I69
82658,2,1,QE_I69
82658,5,2,QE_I69
82658,7,1,QE_I69
82658,8,3,QE_I69
82658,9,7,QE_I69
82658,10,23,QE_I69
83289,7,1,QE_I69
83289,8,5,QE_I69
83289,9,2,QE_I69
83289,10,5,QE_I69
83289,,4,QE_I69
83302,2,1,QE_I69
83302,3,1,QE_I69
83302,4,1,QE_I69
83302,5,2,QE_I69
83302,6,2,QE_I69
83302,7,9,QE_I69
83302,8,6,QE_I69
83302,9,2,QE_I69
83302,10,11,QE_I69
83312,4,1,QE_I69
83312,6,1,QE_I69
83312,7,1,QE_I69
83312,8,1,QE_I69
83312,10,14,QE_I69
83312,,1,QE_I69
83318,5,2,QE_I69
83318,6,1,QE_I69
83318,7,1,QE_I69
83318,8,2,QE_I69
83318,9,4,QE_I69
83318,10,11,QE_I69
83318,,1,QE_I69
83330,5,1,QE_I69
83330,7,2,QE_I69
83330,8,2,QE_I69
83330,9,2,QE_I69
83330,10,5,QE_I69
83330,,2,QE_I69
83929,8,2,QE_I69
83929,9,1,QE_I69
83929,10,19,QE_I69
84374,5,1,QE_I69
84374,7,1,QE_I69
84374,9,3,QE_I69
84374,10,5,QE_I69
85320,6,1,QE_I69
85320,8,4,QE_I69
85320,9,2,QE_I69
85320,10,15,QE_I69
85760,0,1,QE_I69
85760,4,2,QE_I69
85760,5,2,QE_I69
85760,8,4,QE_I69
85760,9,2,QE_I69
85760,10,6,QE_I69
85760,,2,QE_I69
86396,6,1,QE_I69
86396,7,2,QE_I69
86396,8,1,QE_I69
86396,9,1,QE_I69
86396,10,16,QE_I69
86396,,13,QE_I69
88788,4,1,QE_I69
88788,5,1,QE_I69
88788,6,1,QE_I69
88788,7,1,QE_I69
88788,8,4,QE_I69
88788,9,5,QE_I69
88788,10,16,QE_I69
88788,,5,QE_I69
92391,9,1,QE_I69
92391,10,10,QE_I69
92391,,1,QE_I69
94692,10,3,QE_I69
94692,,2,QE_I69
95055,2,1,QE_I69
95055,5,1,QE_I69
95055,7,2,QE_I69
95055,8,1,QE_I69
95055,9,1,QE_I69
95055,10,11,QE_I69
95221,8,1,QE_I69
95221,9,1,QE_I69
95221,10,4,QE_I69
95221,,1,QE_I69
96158,0,1,QE_I69
96158,5,1,QE_I69
96158,7,1,QE_I69
96158,8,6,QE_I69
96158,9,8,QE_I69
96158,10,21,QE_I69
96158,,6,QE_I69
96913,0,2,QE_I69
96913,3,2,QE_I69
96913,5,2,QE_I69
96913,8,1,QE_I69
96913,9,1,QE_I69
96913,10,8,QE_I69
96913,,1,QE_I69
96955,8,1,QE_I69
96955,10,2,QE_I69
99045,1,1,QE_I69
99045,4,1,QE_I69
99045,5,1,QE_I69
99045,7,6,QE_I69
99045,8,9,QE_I69
99045,9,7,QE_I69
99045,10,16,QE_I69
99045,,6,QE_I69
99503,8,2,QE_I69
99503,9,2,QE_I69
99503,10,9,QE_I69
99503,,1,QE_I69
99806,6,1,QE_I69
99806,7,4,QE_I69
99806,8,6,QE_I69
99806,9,3,QE_I69
99806,10,29,QE_I69
99898,9,1,QE_I69
99898,10,7,QE_I69
99898,,1,QE_I69
99952,0,18,QE_I69
99952,1,7,QE_I69
99952,2,8,QE_I69
99952,3,19,QE_I69
99952,4,26,QE_I69
99952,5,54,QE_I69
99952,6,52,QE_I69
99952,7,108,QE_I69
99952,8,168,QE_I69
99952,9,144,QE_I69
99952,10,376,QE_I69
99952,,216,QE_I69
100309,0,2,QE_I69
100309,2,2,QE_I69
100309,3,1,QE_I69
100309,4,1,QE_I69
100309,5,6,QE_I69
100309,6,8,QE_I69
100309,7,4,QE_I69
100309,8,14,QE_I69
100309,9,17,QE_I69
100309,10,21,QE_I69
100309,,33,QE_I69
100369,8,1,QE_I69
100369,10,6,QE_I69
100369,,1,QE_I69
100373,6,1,QE_I69
100373,7,1,QE_I69
100373,8,5,QE_I69
100373,9,2,QE_I69
100373,10,8,QE_I69
100373,,4,QE_I69
100412,5,1,QE_I69
100412,6,1,QE_I69
100412,7,1,QE_I69
100412,8,2,QE_I69
100412,10,7,QE_I69
100412,,1,QE_I69
100620,6,2,QE_I69
100620,8,1,QE_I69
100620,10,7,QE_I69
100620,,3,QE_I69
100690,4,1,QE_I69
100690,5,1,QE_I69
100690,6,1,QE_I69
100690,7,1,QE_I69
100690,8,9,QE_I69
100690,9,5,QE_I69
100690,10,32,QE_I69
100690,,1,QE_I69
100724,2,1,QE_I69
100724,6,4,QE_I69
100724,8,3,QE_I69
100724,9,6,QE_I69
100724,10,5,QE_I69
100724,,6,QE_I69
100775,7,1,QE_I69
100775,9,1,QE_I69
100775,10,6,QE_I69
100808,6,1,QE_I69
100808,8,2,QE_I69
100808,10,7,QE_I69
100916,5,1,QE_I69
100916,6,2,QE_I69
100916,7,1,QE_I69
100916,9,3,QE_I69
100916,10,3,QE_I69
101556,8,1,QE_I69
101556,9,1,QE_I69
101556,10,5,QE_I69
101556,,1,QE_I69
102152,7,1,QE_I69
102152,8,4,QE_I69
102152,9,6,QE_I69
102152,10,14,QE_I69
102152,,3,QE_I69
102430,4,1,QE_I69
102430,8,4,QE_I69
102430,9,4,QE_I69
102430,10,20,QE_I69
102576,5,1,QE_I69
102576,6,3,QE_I69
102576,7,4,QE_I69
102576,8,7,QE_I69
102576,9,12,QE_I69
102576,10,44,QE_I69
102588,7,1,QE_I69
102588,8,3,QE_I69
102588,9,1,QE_I69
102588,10,8,QE_I69
102588,,6,QE_I69
102944,8,1,QE_I69
102944,9,2,QE_I69
102944,10,4,QE_I69
103381,2,1,QE_I69
103381,5,1,QE_I69
103381,7,2,QE_I69
103381,8,5,QE_I69
103381,9,2,QE_I69
103381,10,18,QE_I69
103381,,2,QE_I69
103572,8,4,QE_I69
103572,9,2,QE_I69
103572,10,14,QE_I69
104282,9,3,QE_I69
104282,10,3,QE_I69
104814,7,2,QE_I69
104814,8,5,QE_I69
104814,9,2,QE_I69
104814,10,8,QE_I69
104814,,4,QE_I69
106404,5,1,QE_I69
106404,6,2,QE_I69
106404,7,1,QE_I69
106404,9,1,QE_I69
106404,10,12,QE_I69
106404,,3,QE_I69
107520,0,1,QE_I69
107520,4,4,QE_I69
107520,7,1,QE_I69
107520,8,5,QE_I69
107520,9,9,QE_I69
107520,10,29,QE_I69
107520,,2,QE_I69
108012,8,1,QE_I69
108012,,1,QE_I69
108730,6,1,QE_I69
108730,8,2,QE_I69
108730,9,3,QE_I69
108730,10,8,QE_I69
108734,4,2,QE_I69
108734,6,2,QE_I69
108734,7,2,QE_I69
108734,8,3,QE_I69
108734,9,2,QE_I69
108734,10,24,QE_I69
108734,,5,QE_I69
109356,1,1,QE_I69
109356,4,1,QE_I69
109356,5,2,QE_I69
109356,7,1,QE_I69
109356,8,2,QE_I69
109356,10,2,QE_I69
109356,,18,QE_I69
109768,6,1,QE_I69
109768,7,3,QE_I69
109768,8,5,QE_I69
109768,9,4,QE_I69
109768,10,5,QE_I69
109948,0,1,QE_I69
109948,3,1,QE_I69
109948,4,1,QE_I69
109948,5,1,QE_I69
109948,7,2,QE_I69
109948,8,6,QE_I69
109948,9,4,QE_I69
109948,10,19,QE_I69
109948,,12,QE_I69
111506,10,5,QE_I69
111506,,1,QE_I69
113030,1,1,QE_I69
113030,5,1,QE_I69
113030,6,1,QE_I69
113030,7,5,QE_I69
113030,8,2,QE_I69
113030,9,1,QE_I69
113030,10,7,QE_I69
113295,8,1,QE_I69
113295,9,3,QE_I69
113295,10,10,QE_I69
113490,6,4,QE_I69
113490,7,4,QE_I69
113490,8,5,QE_I69
113490,9,3,QE_I69
113490,10,31,QE_I69
113490,,4,QE_I69
113589,9,2,QE_I69
113589,10,5,QE_I69
113907,5,1,QE_I69
113907,6,1,QE_I69
113907,7,3,QE_I69
113907,8,6,QE_I69
113907,9,11,QE_I69
113907,10,44,QE_I69
113907,,15,QE_I69
113953,0,1,QE_I69
113953,6,1,QE_I69
113953,7,2,QE_I69
113953,8,4,QE_I69
113953,9,5,QE_I69
113953,10,17,QE_I69
114388,9,2,QE_I69
114388,10,1,QE_I69
114388,,2,QE_I69
114556,7,1,QE_I69
114556,8,2,QE_I69
114556,9,3,QE_I69
114556,10,7,QE_I69
114853,2,1,QE_I69
114853,4,1,QE_I69
114853,5,2,QE_I69
114853,6,3,QE_I69
114853,7,6,QE_I69
114853,8,12,QE_I69
114853,9,10,QE_I69
114853,10,56,QE_I69
114853,,44,QE_I69
115086,9,1,QE_I69
115086,10,8,QE_I69
115086,,2,QE_I69
116144,7,1,QE_I69
116144,8,2,QE_I69
116144,9,2,QE_I69
116144,10,8,QE_I69
116730,8,1,QE_I69
