NU_ANO,CO_CURSO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NO_IES,SG_IES,AREA,MODALIDADE,MUNICIPIO,UF,INSCRITOS,PARTICIPANTES,TOTAL_PADRAO_PROFICIENCIA,PCT_PADRAO_PROFICIENCIA,CONCEITO_ENADE,SITUACAO_CONCEITO,ROTULO_OFERTA,CONCEITO_ENADE_NUM,INSCRITOS_NUM,PARTICIPANTES_NUM,PCT_PADRAO_PROFICIENCIA_NUM,GRUPO_CODIGO,GRUPO
2025,1406007,3588,4,10020,702,0,2927408,29,2,CENTRO UNIVERSITÁRIO DOM PEDRO II,UNIDOMPEDRO,MATEMÁTICA ,EaD,Salvador,BA,3,3,1,0.333,1,Conceito 1,Salvador - EaD,1,3,3,0.333,E,Restante do Brasil
2025,1406064,192,5,10022,702,1,3304557,33,3,FACULDADE SOUZA MARQUES,FSM,MATEMÁTICA ,Presencial,Rio de Janeiro,RJ,1,1,,,SC,Sem conceito,Rio de Janeiro - Presencial,,1,1,,E,Restante do Brasil
2025,1407205,17,1,10028,702,0,3170206,31,3,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,MATEMÁTICA ,EaD,Uberlândia,MG,1,1,,,SC,Sem conceito,Uberlândia - EaD,,1,1,,E,Restante do Brasil
2025,1414995,3279,1,10026,702,1,3160702,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,MATEMÁTICA ,Presencial,Santos Dumont,MG,9,8,7,0.875,4,Conceito superior a 1,Santos Dumont - Presencial,4,9,8,0.875,E,Restante do Brasil
2025,1416142,22578,4,10022,702,0,4209102,42,4,FACULDADE CENSUPEG,,MATEMÁTICA ,EaD,Joinville,SC,10,8,0,0,1,Conceito 1,Joinville - EaD,1,10,8,0.0,E,Restante do Brasil
2025,1419680,2111,8,10020,702,0,2312908,23,2,CENTRO UNIVERSITÁRIO INTA,UNINTA,MATEMÁTICA ,EaD,Sobral,CE,15,11,2,0.182,1,Conceito 1,Sobral - EaD,1,15,11,0.182,E,Restante do Brasil
2025,1419827,526,4,10020,702,0,3530607,35,3,CENTRO UNIVERSITÁRIO BRAZ CUBAS,,MATEMÁTICA ,EaD,Mogi das Cruzes,SP,10,7,1,0.143,1,Conceito 1,Mogi das Cruzes - EaD,1,10,7,0.143,E,Restante do Brasil
2025,1420449,1232,5,10020,702,0,4106902,41,4,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,UNIANDRADE,MATEMÁTICA ,EaD,Curitiba,PR,4,3,0,0,1,Conceito 1,Curitiba - EaD,1,4,3,0.0,E,Restante do Brasil
2025,1420637,1810,1,10026,702,1,3523107,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Itaquaquecetuba,SP,20,13,8,0.615,3,Conceito superior a 1,Itaquaquecetuba - Presencial,3,20,13,0.615,E,Restante do Brasil
2025,1439555,15859,5,10022,702,0,3529005,35,3,Faculdade Católica Paulista,FACAP,MATEMÁTICA ,EaD,Marília,SP,35,19,6,0.316,1,Conceito 1,Marília - EaD,1,35,19,0.316,E,Restante do Brasil
2025,1441230,2687,4,10022,702,0,4316808,43,4,FACULDADE DOM ALBERTO,FDA,MATEMÁTICA ,EaD,Santa Cruz do Sul,RS,13,10,1,0.1,1,Conceito 1,Santa Cruz do Sul - EaD,1,13,10,0.1,E,Restante do Brasil
2025,1442119,1807,1,10026,702,1,2307700,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,Presencial,Maranguape,CE,24,23,15,0.652,3,Conceito superior a 1,Maranguape - Presencial,3,24,23,0.652,E,Restante do Brasil
2025,1442126,3164,1,10026,702,0,5103403,51,5,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IFMT,MATEMÁTICA ,EaD,Cuiabá,MT,4,3,0,0,1,Conceito 1,Cuiabá - EaD,1,4,3,0.0,E,Restante do Brasil
2025,1442906,1820,1,10026,702,1,2202208,22,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,MATEMÁTICA ,Presencial,Campo Maior,PI,22,22,9,0.409,2,Conceito superior a 1,Campo Maior - Presencial,2,22,22,0.409,E,Restante do Brasil
2025,1442928,1427,4,10020,702,0,4305108,43,4,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,MATEMÁTICA ,EaD,Caxias do Sul,RS,6,4,3,0.75,4,Conceito superior a 1,Caxias do Sul - EaD,4,6,4,0.75,E,Restante do Brasil
2025,1445889,14724,1,10026,702,1,4104501,41,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,MATEMÁTICA ,Presencial,Capanema,PR,3,3,2,0.667,3,Conceito superior a 1,Capanema - Presencial,3,3,3,0.667,E,Restante do Brasil
2025,1451120,3294,4,10020,702,0,3518800,35,3,CENTRO UNIVERSITÁRIO FAVENI,UNIFAVENI,MATEMÁTICA ,EaD,Guarulhos,SP,62,42,0,0,1,Conceito 1,Guarulhos - EaD,1,62,42,0.0,E,Restante do Brasil
2025,1452609,4098,1,10026,702,1,4308508,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,MATEMÁTICA ,Presencial,Frederico Westphalen,RS,7,7,4,0.571,2,Conceito superior a 1,Frederico Westphalen - Presencial,2,7,7,0.571,E,Restante do Brasil
2025,1453816,593,1,10019,702,1,3303906,33,3,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,CEFET/RJ,MATEMÁTICA ,Presencial,Petrópolis,RJ,9,8,4,0.5,2,Conceito superior a 1,Petrópolis - Presencial,2,9,8,0.5,E,Restante do Brasil
2025,1454028,5105,4,10020,702,0,3304557,33,3,Centro Universitário Internacional Signorelli,UNISIGNORELLI,MATEMÁTICA ,EaD,Rio de Janeiro,RJ,1,1,,,SC,Sem conceito,Rio de Janeiro - EaD,,1,1,,E,Restante do Brasil
2025,1454137,4995,4,10022,702,0,3550308,35,3,Faculdade Educamais,EDUCA+,MATEMÁTICA ,EaD,São Paulo,SP,5,,,,SC,Sem conceito,São Paulo - EaD,,5,,,E,Restante do Brasil
2025,1457027,1810,1,10026,702,1,3545209,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Salto,SP,10,9,6,0.667,3,Conceito superior a 1,Salto - Presencial,3,10,9,0.667,E,Restante do Brasil
2025,1457037,472,4,10028,702,0,3301702,33,3,Afya Universidade Unigranrio,UNIGRANRIO,MATEMÁTICA ,EaD,Duque de Caxias,RJ,3,3,1,0.333,1,Conceito 1,Duque de Caxias - EaD,1,3,3,0.333,E,Restante do Brasil
2025,1457167,1166,1,10026,702,1,2507507,25,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,MATEMÁTICA ,Presencial,João Pessoa,PB,22,21,11,0.524,2,Conceito superior a 1,João Pessoa - Presencial,2,22,21,0.524,E,Restante do Brasil
2025,1457267,3161,1,10026,702,1,2612604,26,2,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano",IF SERTÃO-PE,MATEMÁTICA ,Presencial,Santa Maria da Boa Vista,PE,4,2,1,0.5,2,Conceito superior a 1,Santa Maria da Boa Vista - Presencial,2,4,2,0.5,E,Restante do Brasil
2025,1458143,1807,1,10026,702,1,2303709,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,Presencial,Caucaia,CE,3,2,2,1,5,Conceito superior a 1,Caucaia - Presencial,5,3,2,1.0,E,Restante do Brasil
2025,1458481,718,4,10028,702,0,2408102,24,2,UNIVERSIDADE POTIGUAR,UNP,MATEMÁTICA ,EaD,Natal,RN,4,4,2,0.5,2,Conceito superior a 1,Natal - EaD,2,4,4,0.5,E,Restante do Brasil
2025,1458668,466,4,10028,702,0,3550308,35,3,UNIVERSIDADE ANHEMBI MORUMBI,UAM,MATEMÁTICA ,EaD,São Paulo,SP,11,8,5,0.625,3,Conceito superior a 1,São Paulo - EaD,3,11,8,0.625,E,Restante do Brasil
2025,1465529,385,4,10028,702,0,2927408,29,2,UNIVERSIDADE SALVADOR,UNIFACS,MATEMÁTICA ,EaD,Salvador,BA,9,4,2,0.5,2,Conceito superior a 1,Salvador - EaD,2,9,4,0.5,E,Restante do Brasil
2025,1467890,568,2,10028,702,1,2100709,21,2,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,MATEMÁTICA ,Presencial,Anajatuba,MA,2,2,1,0.5,2,Conceito superior a 1,Anajatuba - Presencial,2,2,2,0.5,E,Restante do Brasil
2025,1468161,32,2,10028,702,0,2704302,27,2,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,MATEMÁTICA ,EaD,Maceió,AL,4,4,2,0.5,2,Conceito superior a 1,Maceió - EaD,2,4,4,0.5,E,Restante do Brasil
2025,1472818,719,2,10028,702,0,5102504,51,5,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,MATEMÁTICA ,EaD,Cáceres,MT,13,6,0,0,1,Conceito 1,Cáceres - EaD,1,13,6,0.0,E,Restante do Brasil
2025,1473015,15450,4,10020,702,0,3131307,31,3,Centro Universitário Única,Uniúnica,MATEMÁTICA ,EaD,Ipatinga,MG,9,8,2,0.25,1,Conceito 1,Ipatinga - EaD,1,9,8,0.25,E,Restante do Brasil
2025,1473185,2497,4,10020,702,0,2304400,23,2,CENTRO UNIVERSITÁRIO ATENEU,UniAteneu,MATEMÁTICA ,EaD,Fortaleza,CE,1,,,,SC,Sem conceito,Fortaleza - EaD,,1,,,E,Restante do Brasil
2025,1477654,3184,1,10026,702,0,1400100,14,1,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",IFRR,MATEMÁTICA ,EaD,Boa Vista,RR,32,25,2,0.08,1,Conceito 1,Boa Vista - EaD,1,32,25,0.08,D,Restante da Região Norte
2025,1483407,375,5,10028,702,0,3550308,35,3,UNIVERSIDADE SANTO AMARO,UNISA,MATEMÁTICA ,EaD,São Paulo,SP,9,8,2,0.25,1,Conceito 1,São Paulo - EaD,1,9,8,0.25,E,Restante do Brasil
2025,1483490,374,5,10020,702,0,3550308,35,3,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,MATEMÁTICA ,EaD,São Paulo,SP,22,10,5,0.5,2,Conceito superior a 1,São Paulo - EaD,2,22,10,0.5,E,Restante do Brasil
2025,1483500,206,5,10020,702,0,3550308,35,3,Centro Universitário Católico Ítalo Brasileiro,UNIÍTALO,MATEMÁTICA ,EaD,São Paulo,SP,16,7,3,0.429,2,Conceito superior a 1,São Paulo - EaD,2,16,7,0.429,E,Restante do Brasil
2025,1483518,568,2,10028,702,1,2110203,21,2,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,MATEMÁTICA ,Presencial,Santa Rita,MA,3,1,,,SC,Sem conceito,Santa Rita - Presencial,,3,1,,E,Restante do Brasil
2025,1485453,322,4,10028,702,1,3550308,35,3,UNIVERSIDADE PAULISTA,UNIP,MATEMÁTICA ,Presencial,São Paulo,SP,3,1,,,SC,Sem conceito,São Paulo - Presencial,,3,1,,E,Restante do Brasil
2025,1486952,1807,1,10026,702,1,2307650,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,Presencial,Maracanaú,CE,14,14,11,0.786,4,Conceito superior a 1,Maracanaú - Presencial,4,14,14,0.786,E,Restante do Brasil
2025,1487060,1294,4,10020,702,0,3550308,35,3,Centro Universitário das Américas,CAM,MATEMÁTICA ,EaD,São Paulo,SP,18,6,4,0.667,3,Conceito superior a 1,São Paulo - EaD,3,18,6,0.667,E,Restante do Brasil
2025,1487353,599,1,10026,702,0,2927408,29,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,MATEMÁTICA ,EaD,Salvador,BA,7,3,0,0,1,Conceito 1,Salvador - EaD,1,7,3,0.0,E,Restante do Brasil
2025,1488240,14724,1,10026,702,1,4104204,41,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,MATEMÁTICA ,Presencial,Campo Largo,PR,7,5,3,0.6,3,Conceito superior a 1,Campo Largo - Presencial,3,7,5,0.6,E,Restante do Brasil
2025,1488974,1487,4,10020,702,0,4106902,41,4,CENTRO UNIVERSITÁRIO UNIDOM - BOSCO,UNIDOM - BOSCO,MATEMÁTICA ,EaD,Curitiba,PR,18,11,4,0.364,1,Conceito 1,Curitiba - EaD,1,18,11,0.364,E,Restante do Brasil
2025,1497052,568,2,10028,702,1,2108801,21,2,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,MATEMÁTICA ,Presencial,Pirapemas,MA,3,1,,,SC,Sem conceito,Pirapemas - Presencial,,3,1,,E,Restante do Brasil
2025,1499549,10,8,10028,702,0,4106902,41,4,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,MATEMÁTICA ,EaD,Curitiba,PR,8,6,3,0.5,2,Conceito superior a 1,Curitiba - EaD,2,8,6,0.5,E,Restante do Brasil
2025,1506116,641,8,10028,702,0,4304606,43,4,UNIVERSIDADE LA SALLE,UNILASALLE,MATEMÁTICA ,EaD,Canoas,RS,15,13,4,0.308,1,Conceito 1,Canoas - EaD,1,15,13,0.308,E,Restante do Brasil
2025,1509485,83,8,10028,702,0,4208203,42,4,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,MATEMÁTICA ,EaD,Itajaí,SC,3,3,1,0.333,1,Conceito 1,Itajaí - EaD,1,3,3,0.333,E,Restante do Brasil
2025,1514192,1853,4,10020,702,0,3550308,35,3,CENTRO UNIVERSITÁRIO UniBTA IM,UniBTA IM,MATEMÁTICA ,EaD,São Paulo,SP,1,1,,,SC,Sem conceito,São Paulo - EaD,,1,1,,E,Restante do Brasil
2025,1515609,600,1,10026,702,1,2100055,21,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,MATEMÁTICA ,Presencial,Açailândia,MA,19,18,6,0.333,1,Conceito 1,Açailândia - Presencial,1,19,18,0.333,E,Restante do Brasil
2025,1515616,1082,1,10026,702,1,2402600,24,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,MATEMÁTICA ,Presencial,Ceará-Mirim,RN,18,17,14,0.824,4,Conceito superior a 1,Ceará-Mirim - Presencial,4,18,17,0.824,E,Restante do Brasil
2025,1515618,1082,1,10026,702,1,2412609,24,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,MATEMÁTICA ,Presencial,São Paulo do Potengi,RN,9,8,3,0.375,1,Conceito 1,São Paulo do Potengi - Presencial,1,9,8,0.375,E,Restante do Brasil
2025,1516669,490,5,10020,702,0,3306107,33,3,CENTRO UNIVERSITÁRIO DE VALENÇA,UNIFAA,MATEMÁTICA ,EaD,Valença,RJ,1,1,,,SC,Sem conceito,Valença - EaD,,1,1,,E,Restante do Brasil
2025,1517196,403,8,10028,702,0,5300108,53,5,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,MATEMÁTICA ,EaD,Brasília,DF,8,6,2,0.333,1,Conceito 1,Brasília - EaD,1,8,6,0.333,E,Restante do Brasil
2025,1517293,1388,4,10020,702,0,3550308,35,3,CENTRO UNIVERSITÁRIO SUMARÉ,,MATEMÁTICA ,EaD,São Paulo,SP,59,20,4,0.2,1,Conceito 1,São Paulo - EaD,1,59,20,0.2,E,Restante do Brasil
2025,1518083,3162,1,10026,702,0,4205407,42,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",IFSC,MATEMÁTICA ,EaD,Florianópolis,SC,5,4,2,0.5,2,Conceito superior a 1,Florianópolis - EaD,2,5,4,0.5,E,Restante do Brasil
2025,1519071,1042,4,10028,702,0,4106902,41,4,UNIVERSIDADE POSITIVO,UP,MATEMÁTICA ,EaD,Curitiba,PR,4,4,2,0.5,2,Conceito superior a 1,Curitiba - EaD,2,4,4,0.5,E,Restante do Brasil
2025,1520538,344,4,10020,702,1,3106200,31,3,CENTRO UNIVERSITÁRIO UNA,UNA,MATEMÁTICA ,Presencial,Belo Horizonte,MG,1,1,,,SC,Sem conceito,Belo Horizonte - Presencial,,1,1,,E,Restante do Brasil
2025,1522008,5669,4,10020,702,0,3549904,35,3,CENTRO UNIVERSITÁRIO ETEP,,MATEMÁTICA ,EaD,São José dos Campos,SP,30,3,1,0.333,1,Conceito 1,São José dos Campos - EaD,1,30,3,0.333,E,Restante do Brasil
2025,1525884,5370,5,10020,702,0,3168606,31,3,Centro Universitário Doctum de Teófilo Otoni,UNIDOCTUM,MATEMÁTICA ,EaD,Teófilo Otoni,MG,8,5,2,0.4,2,Conceito superior a 1,Teófilo Otoni - EaD,2,8,5,0.4,E,Restante do Brasil
2025,1525963,2076,4,10020,702,0,2927408,29,2,CENTRO UNIVERSITÁRIO UNIRB,UNIRB,MATEMÁTICA ,EaD,Salvador,BA,1,1,,,SC,Sem conceito,Salvador - EaD,,1,1,,E,Restante do Brasil
2025,1527381,16543,4,10022,702,0,3543402,35,3,Faculdade Metropolitana do Estado de São Paulo,FAMEESP,MATEMÁTICA ,EaD,Ribeirão Preto,SP,8,7,2,0.286,1,Conceito 1,Ribeirão Preto - EaD,1,8,7,0.286,E,Restante do Brasil
2025,1536334,3649,4,10020,702,0,4115200,41,4,CENTRO UNIVERSITÁRIO CIDADE VERDE,UniCV,MATEMÁTICA ,EaD,Maringá,PR,146,72,20,0.278,1,Conceito 1,Maringá - EaD,1,146,72,0.278,E,Restante do Brasil
2025,1541484,242,4,10020,702,0,3547809,35,3,CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI,,MATEMÁTICA ,EaD,Santo André,SP,21,9,4,0.444,2,Conceito superior a 1,Santo André - EaD,2,21,9,0.444,E,Restante do Brasil
2025,1543037,82,8,10028,702,0,4209003,42,4,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,MATEMÁTICA ,EaD,Joaçaba,SC,2,1,,,SC,Sem conceito,Joaçaba - EaD,,2,1,,E,Restante do Brasil
2025,1546260,203,4,10028,702,0,3550308,35,3,UNIVERSIDADE SÃO JUDAS TADEU,USJT,MATEMÁTICA ,EaD,São Paulo,SP,2,2,0,0,1,Conceito 1,São Paulo - EaD,1,2,2,0.0,E,Restante do Brasil
2025,1546969,712,4,10020,702,0,3304557,33,3,CENTRO UNIVERSITÁRIO IBMR,,MATEMÁTICA ,EaD,Rio de Janeiro,RJ,2,2,0,0,1,Conceito 1,Rio de Janeiro - EaD,1,2,2,0.0,E,Restante do Brasil
2025,1547032,1805,4,10020,702,0,2607901,26,2,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,MATEMÁTICA ,EaD,Jaboatão dos Guararapes,PE,1,1,,,SC,Sem conceito,Jaboatão dos Guararapes - EaD,,1,1,,E,Restante do Brasil
2025,1547054,448,4,10020,702,0,4314902,43,4,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,MATEMÁTICA ,EaD,Porto Alegre,RS,1,1,,,SC,Sem conceito,Porto Alegre - EaD,,1,1,,E,Restante do Brasil
2025,1550087,4751,4,10020,702,0,4118402,41,4,CENTRO UNIVERSITÁRIO UNIFATECIE,UNIFATECIE,MATEMÁTICA ,EaD,Paranavaí,PR,365,195,53,0.272,1,Conceito 1,Paranavaí - EaD,1,365,195,0.272,E,Restante do Brasil
2025,1550199,387,8,10028,702,0,5002704,50,5,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,MATEMÁTICA ,EaD,Campo Grande,MS,4,2,0,0,1,Conceito 1,Campo Grande - EaD,1,4,2,0.0,E,Restante do Brasil
2025,1550498,14,8,10028,702,0,4318705,43,4,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,MATEMÁTICA ,EaD,São Leopoldo,RS,6,5,5,1,5,Conceito superior a 1,São Leopoldo - EaD,5,6,5,1.0,E,Restante do Brasil
2025,1550509,3279,1,10026,702,1,3136702,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,MATEMÁTICA ,Presencial,Juiz de Fora,MG,5,5,3,0.6,3,Conceito superior a 1,Juiz de Fora - Presencial,3,5,5,0.6,E,Restante do Brasil
2025,1551083,1575,5,10020,702,0,3104007,31,3,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,UNIARAXÁ,MATEMÁTICA ,EaD,Araxá,MG,2,,,,SC,Sem conceito,Araxá - EaD,,2,,,E,Restante do Brasil
2025,1555830,3985,5,10020,702,0,3550308,35,3,CENTRO UNIVERSITÁRIO SENAC,SENACSP,MATEMÁTICA ,EaD,São Paulo,SP,32,24,16,0.667,3,Conceito superior a 1,São Paulo - EaD,3,32,24,0.667,E,Restante do Brasil
2025,1562928,1807,1,10026,702,1,2312908,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,Presencial,Sobral,CE,8,8,7,0.875,4,Conceito superior a 1,Sobral - Presencial,4,8,8,0.875,E,Restante do Brasil
2025,1571245,1060,4,10020,702,0,5300108,53,5,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,IESB,MATEMÁTICA ,EaD,Brasília,DF,6,5,4,0.8,4,Conceito superior a 1,Brasília - EaD,4,6,5,0.8,E,Restante do Brasil
2025,1572855,3339,4,10020,702,1,4308904,43,4,Centro Universitário IDEAU,UNIDEAU,MATEMÁTICA ,Presencial,Getúlio Vargas,RS,1,1,,,SC,Sem conceito,Getúlio Vargas - Presencial,,1,1,,E,Restante do Brasil
2025,1575689,24,2,10028,702,0,2913606,29,2,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,MATEMÁTICA ,EaD,Ilhéus,BA,13,11,1,0.091,1,Conceito 1,Ilhéus - EaD,1,13,11,0.091,E,Restante do Brasil
2025,1576008,1273,4,10020,702,0,3509601,35,3,Centro Universitário Campo Limpo Paulista, UNIFACCAMP,MATEMÁTICA ,EaD,Campo Limpo Paulista,SP,10,8,1,0.125,1,Conceito 1,Campo Limpo Paulista - EaD,1,10,8,0.125,E,Restante do Brasil
2025,1576347,515,4,10020,702,0,3303302,33,3,Centro Universitário Anhanguera Pitágoras Unopar de Niterói,UNIAN-RJ,MATEMÁTICA ,EaD,Niterói,RJ,1,1,,,SC,Sem conceito,Niterói - EaD,,1,1,,E,Restante do Brasil
2025,1576448,926,4,10020,702,0,5002704,50,5,Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande,,MATEMÁTICA ,EaD,Campo Grande,MS,5,,,,SC,Sem conceito,Campo Grande - EaD,,5,,,E,Restante do Brasil
2025,1576702,3371,5,10020,702,0,3148004,31,3,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,MATEMÁTICA ,EaD,Patos de Minas,MG,1,1,,,SC,Sem conceito,Patos de Minas - EaD,,1,1,,E,Restante do Brasil
2025,1577419,1660,4,10020,702,0,5300108,53,5,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,ESTÁCIO BRASÍLIA,MATEMÁTICA ,EaD,Brasília,DF,8,4,3,0.75,4,Conceito superior a 1,Brasília - EaD,4,8,4,0.75,E,Restante do Brasil
2025,1584375,352,4,10020,702,0,2507507,25,2,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,MATEMÁTICA ,EaD,João Pessoa,PB,1,1,,,SC,Sem conceito,João Pessoa - EaD,,1,1,,E,Restante do Brasil
2025,1591417,1185,4,10020,702,0,2927408,29,2,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,MATEMÁTICA ,EaD,Salvador,BA,5,,,,SC,Sem conceito,Salvador - EaD,,5,,,E,Restante do Brasil
2025,1591581,165,4,10028,702,0,3304557,33,3,UNIVERSIDADE VEIGA DE ALMEIDA,UVA,MATEMÁTICA ,EaD,Rio de Janeiro,RJ,9,,,,SC,Sem conceito,Rio de Janeiro - EaD,,9,,,E,Restante do Brasil
2025,1595470,1872,5,10020,702,0,4106902,41,4,CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA,UNI SANTA CRUZ,MATEMÁTICA ,EaD,Curitiba,PR,1,1,,,SC,Sem conceito,Curitiba - EaD,,1,1,,E,Restante do Brasil
2025,1595646,1813,1,10026,702,1,1505502,15,1,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,MATEMÁTICA ,Presencial,Paragominas,PA,16,16,8,0.5,2,Conceito superior a 1,Paragominas - Presencial,2,16,16,0.5,C,Outras IES do Pará
2025,1595781,3160,1,10026,702,1,2707107,27,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,MATEMÁTICA ,Presencial,Piranhas,AL,3,3,3,1,5,Conceito superior a 1,Piranhas - Presencial,5,3,3,1.0,E,Restante do Brasil
2025,1596704,344,4,10020,702,0,3106200,31,3,CENTRO UNIVERSITÁRIO UNA,UNA,MATEMÁTICA ,EaD,Belo Horizonte,MG,3,2,2,1,5,Conceito superior a 1,Belo Horizonte - EaD,5,3,2,1.0,E,Restante do Brasil
2025,1597098,330,5,10028,702,0,3303500,33,3,UNIVERSIDADE IGUAÇU,UNIG,MATEMÁTICA ,EaD,Nova Iguaçu,RJ,1,1,,,SC,Sem conceito,Nova Iguaçu - EaD,,1,1,,E,Restante do Brasil
2025,1598572,694,1,10028,702,1,5002704,50,5,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,MATEMÁTICA ,Presencial,Campo Grande,MS,5,4,2,0.5,2,Conceito superior a 1,Campo Grande - Presencial,2,5,4,0.5,E,Restante do Brasil
2025,1598970,15121,1,10028,702,1,4305207,43,4,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,MATEMÁTICA ,Presencial,Cerro Largo,RS,2,2,2,1,5,Conceito superior a 1,Cerro Largo - Presencial,5,2,2,1.0,E,Restante do Brasil
2025,1599021,5701,2,10028,702,1,1600303,16,1,UNIVERSIDADE DO ESTADO DO AMAPÁ,UEAP,MATEMÁTICA ,Presencial,Macapá,AP,29,24,4,0.167,1,Conceito 1,Macapá - Presencial,1,29,24,0.167,D,Restante da Região Norte
